idMeme,nombreImagen,URL,Cuenta,Shares,MeGusta,MeEncanta,MeDivierte,MeAsombra,MeEntristece,MeEnoja,PRI,PAN,MORENA,INDEPENDIENTE,POSITIVO,NEGATIVO,NEUTRAL,textoDentroImagen,textoPublicacion,localización cuenta,Comentario1,URLComentador1,LocalizacionComentario1,Comentario2,URLComentador2,LocalizacionComentario2,Comentario3,URLComentador3,LocalizacionComentario3,Comentario4,URLComentador4,LocalizacionComentario4,Comentario5,URLComentador5,LocalizacionComentario5,NombreEquipoDelfin,Observaciones
26,C_Meme27.jpg,https://www.facebook.com/NIUNVOTOALPRIMX/photos/a.263569394171472.1073741828.263536104174801/279251125936632/?type=3&theater,Ni un voto al PRI,1355,91,11,49,0,0,0,1,1,1,0,0,0,1,Muy rico y todo pero este 2018 los voy a sacar de los pinos.,Ni un voto al PRI <--- Dale like,n/a,Nombre por la culpa del pri no salemos de la crisis pero ellos se estan inflando los bolsillos,https://www.facebook.com/ramon.lopezmedina.374?fref=ufi&rc=p,Hermosillo,Cero voto al pri,https://www.facebook.com/joseaberto.gutierrezcamacho?fref=ufi&rc=p,n/a,Pri y pan son los que mejor saben robar,https://www.facebook.com/gregorio.mendez.315428?fref=ufi&rc=p,n/a,Claro que cero voto al pri,https://www.facebook.com/gregorio.mendez.315428?fref=ufi&rc=p,n/a,,n/a,n/a,Apatzingán,Página donde esta en contra del PRI
27,C_Meme28.jpg,https://www.facebook.com/CalaveraNooLlora/photos/a.524309894373665.1073741828.511027395701915/1385273648277281/?type=3&theater,n/a,151,96,10,342,1,0,0,1,0,1,0,0,0,1,"""No te preocupes yo tampoco hablo inglés, de hecho hay un video donde digo infraestroctorchor y la raza se caga de risa""",n/a,n/a,me reí y ya están dormidos,https://www.facebook.com/arelynn.gardea?fref=ufi&rc=p,n/a,jajajaja Mori con esto jajajaja,https://www.facebook.com/Aleyunuet?fref=ufi&rc=p,n/a,jajajajjaa no puedo con tanto,https://www.facebook.com/claudia.minero?fref=ufi&rc=p,n/a,Jajaja jajaja jajaja,https://www.facebook.com/norita.hermosa?fref=ufi&rc=p,Poza Rica de Hidalgo,AJAJAJAJA JAJAJAJAJA JAJAJAJAJA ORKETAZZZ,https://www.facebook.com/alvidrezlopez?fref=ufi&rc=p,Cancun,Apatzingán,"Descripcion de la Página: Pensar, Imaginar, Crear (.PIC)"
28,C_Meme29.jpg,https://www.facebook.com/alfalta90/photos/a.299609720076601.63058.273397026031204/1818358098201748/?type=3&theater,Alfata90,344,229,1,0,6,161,0,1,1,0,0,0,0,1,Ella no te ama,n/a,n/a,no puedo con los memes del debate,https://www.facebook.com/diana23rc.estela06.01?fref=ufi&rc=p,,Pues a mocharle las manos por robarse mis sueños con ella v': Jajajaja,https://www.facebook.com/profile.php?id=100002507446529&fref=ufi&rc=p,Munich,ya se que ya te vale pero pues para recordarte:),https://www.facebook.com/manuel.zavala200?fref=ufi&rc=p,Victoria de Durango,"perdón krnal, es la costumbre.",https://www.facebook.com/jorgeezaratec10?fref=ufi&rc=p,Ciudad de México,"Y nosotros a ti menos ,",https://www.facebook.com/leonardo.pizanopescador?fref=ufi&rc=p,Miguel de Allende,Apatzingan,"No especifica con que partido politico esta, es una página de negocios enlasada con su cuenta de youtube"
29,C_Meme30.jpg,https://www.facebook.com/LordAMLO/photos/a.1698997307066301.1073741829.1674089892890376/1796528667313164/?type=3&theater,AMLO y sus memes,74,40,25,100,0,0,0,0,0,1,0,0,0,1,"¡Oiga usted! Ya se tardo mucho en la casilla, los demas quieren votar que tanto hace ahí?",n/a,n/a,"Yo, cierto.",https://www.facebook.com/dolly.aguirre.94?fref=ufi&rc=p,"Santa Clara, México, México",Tu,https://www.facebook.com/juanfrank.pena?fref=ufi&rc=p,Delicias,JAJAJA ahuevo puro amlo(8,https://www.facebook.com/profile.php?id=100015398357540&fref=ufi&rc=p,Victoria de Durango,jajajaja wey,https://www.facebook.com/augustoviteperez?fref=ufi&rc=p,n/a,n/a,n/a,n/a,Apatzingan,Descripcion de la página: Los memes de lord AMLO contra sus enemigos de la mafia del poder
30,C_Meme31.jpg,https://www.facebook.com/mxalgrito/photos/a.307958622929968.1073741831.213831719009326/634352243623936/?type=3&theater,Mexicanos al grito de guerra,2498,1000,10,738,8,0,54,1,1,0,0,0,0,1,NO sirve se queda con su dinero,Así con el #cAnaya...,n/a,rata de dos patas animal rastrero maldito sinvergüenza cuanto daño nos as hecho,https://www.facebook.com/juanita.barrera.9083477?fref=ufi&rc=p,n/a,"Es una enfermedad, pobrecito, no podrá ser juzgado por lavado de dinero !!!!!!!",https://www.facebook.com/celso.riosperez.7?fref=ufi&rc=p,n/a,ese animal deve destar enlacarsel como esposivle k mexico solo en mexico aiga este tipodecorrusion kyanosagovia k nos tiene artos este PRIAN PRD vamos todos con AMLO,https://www.facebook.com/guero.valencia.581?fref=ufi&rc=p,n/a,Se parese al perro rroñoso q presento eugenio verdez el gover presioso muertos de ambre hijos de su puta madre,https://www.facebook.com/profile.php?id=100015469952322&fref=ufi&rc=p,n/a,Maldita rata corrupta traidora ya mejor que se vaya y renuncie a la candidatura de la presidencia 😒😒😒😒😒 yo voy por AMLO 🇲🇽nuestro presidente de México 🇲🇽 arriba pejejito,https://www.facebook.com/alicia.pily.garcia?fref=ufi&rc=p,Ciudad de México,Apatzingan,Descripcion de la página: Los memes de lord AMLO contra sus enemigos de la mafia del poder
31,meme32.jpg,https://www.facebook.com/memespoliticosaguas/photos/rpp.468481503352841/839408662926788/?type=3&theater,MEMES politicos,52,15,0,34,1,2,0,0,0,1,0,0,1,0,"EL DOMINGO, EL LUNES",n/a,n/a,Cumpla lo prometió nada humillarse ante Donal Trump.,https://www.facebook.com/joseguadalupe.medina.735?fref=ufi&rc=p,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Culichi Tec,Comparacion de amlo con dictador de corea del norte
32,meme33.jpg,https://www.facebook.com/memespoliticosaguas/photos/rpp.468481503352841/842278412639813/?type=3&theater,MEMES politicos,9,10,0,12,0,0,0,1,0,1,0,0,0,1,"Esperate que te subas al avion, no lo vas a querer vender",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Culichi Tec,Ninguna reaccion negativa
33,meme34.jpg,https://www.facebook.com/memespoliticosaguas/photos/rpp.468481503352841/839395859594735/?type=3&theater,MEMES politicos,30,16,2,40,0,0,1,1,0,0,0,0,1,0,"Si en toda su puta vida no pudo areglarse esos pinches dientes, crees que en 6 años va a poder areglar todos los problemas del pais?",n/a,n/a,"Y que el equipo que marketing detrás de su imágen tampoco haga nada al respecto te deja que pensar respecto a la gente que le rodea y que le ayudará a gobernar, lo mismo Amlo y sus desplantes.",https://www.facebook.com/profile.php?id=100016194046043&fref=ufi&rc=p,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Culichi Tec,Comentario que indica no tener preferencia ni por morena ni por el pri
34,meme35.jpg,https://www.facebook.com/memespoliticosaguas/photos/rpp.468481503352841/828993190635002/?type=3&theater,MEMES politicos,43,15,2,22,0,0,0,1,1,0,0,0,1,0,LA DECEPCION MEXICANA: cuando hayamos eliminado a este equipo abremos ganado el mundia ,n/a,n/a,Cuanta mierda junta,https://www.facebook.com/alfonso.riveramenchaca?fref=ufi&rc=p,Heroica zitacuaro,"Faltó el peje también no hace malos quesos, digo ya si hablamos de decepción inclúyanlo de una vez ",https://www.facebook.com/vick0530?fref=ufi&rc=p,n/a,"Faltó el peje,Gordillo ,Urrutia, y muchos más",https://www.facebook.com/omar.maldonadorojas.3?fref=ufi&rc=p,"Jilotepec De Abasolo, Mexico, Mexico",n/a,n/a,n/a,n/a,n/a,n/a,Culichi Tec,Odio hacia los gobernantes de la republica mexicana
35,meme46.jpg,https://www.facebook.com/memespoliticosaguas/photos/rpp.468481503352841/839455682922086/?type=3&theater,MEMES politicos,10,15,0,10,0,0,0,1,0,0,0,0,1,0,RAZONES PARA VOTAR POR EL PRI: 1.-ERES CANDIDATO 2.- EL PRI TE DA TRABAJO 3.-ERES UN PENDEJO,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Culichi Tec,Desagrado hacia el partido politico PRI
36,meme60.jpg,https://www.facebook.com/NoMemesOficial/photos/p.2096405693937764/2096405693937764/?type=1&opaqueCursor=Abp5GAQSiCeXm3IFoF-tUgozuNYxH7viRQD19784264GE3bKerkVeva7mUSdHYfKyT2rCZAnokMG9npXAJoQCnIX2zO2h42PvY6uY0KWaMncOoVBgOWCtX6uL9P2J-1VEadRiS3TcyQNdfiuRLMn0A_sUIa2UFdVFKmns2LdTWXwaWtTCMOFZjN_k7a6M9dBx0A5QKaKhUS4_eg8CfK_2v3_QT88sOPhKIIj2-lti64I_Lv_6dzJCDX0Sx4zWR7ev_RKhCh7ooR5vk2bY_RREwsLS0KfSXhTMW_uWeKNdAdRmUIZl6b_a_9QvFIpzJR-rpE4TjAxT8Tb3cF1WIAsL0DbrOqGlYEruVd_H3QIulbAztAsLze9YQqct9Caam-1Y13e7Fp2yDmkZP84ui1LsE2nUvcXbi6dmAVpzIh_zK9lbgz2B3u47KyY4Qr3Mw4TkuxZHd3FbRnZN7BF1l8GSzw08ZiHcsd7PGiOSvnuDQSKazKAoFA0Wd443p_bWI6cDfg&theater,No Memes,6,8,0,2,1,0,0,0,1,0,0,0,1,0,Anaya hablando de la corrupción de México,La doble moral de Anaya...,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Tec,n/a
37,meme61.jpg,https://www.facebook.com/memes.ixtapaluca/photos/p.1031052460392641/1031052460392641/?type=1&opaqueCursor=AbrElZ5eypXy_GiviDg8oWIWZTuYk52kfNtBrrYIyvvmhO7p2CRpcb48Iky66uzw8q3gEs4gxxC8LvvgBEdPD1MSgLiEeoBCJqMwmvw8y9LH2ke2H5Hrq73bw8ZRP7-xvtYpbuiM97GCRJgR_U9AATN4nAldq2WUMbeubi3lkpZVa3gh-ylP26mQzurPpIeyfbPIu736SCMRecm6QoZY7Uaa1zjvZXIuBy-GYlHSIWjQ6YMKuH3wZIu9ktri7DExskTfDGYD3-XlPTmwt0TrqSnYAKwwRKLAh3XM6i0EORvohZHrFrswgzD6Ovtio3ln_siLk3awzcxp9q1hmYDvtRp1YerqScaqejH_U8xS4-hw25uDPbvpxZI5ZLnjOsSEyN-ALEI9bsVsv-ycjPxxQtyCp3d2HPACBDtZ2vEqpdMG5g&theater,Memes Ixtapaluca,11,11,10,0,0,1,0,0,1,0,0,0,0,1,Te lo dice Ricardo Anaya,"Si lo dice Anaya debe de ser verdad ,en la pagina lo dice 😂😂#Comparte",Ixtapaluca,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Tec,n/a
38,meme62.jpg,https://www.facebook.com/Revolucion3.0/photos/a.525991137494734.1073741854.349995665094283/1737670366326799/?type=3&theater,Revolución TresPuntoCero,98,75,5,129,0,0,0,0,1,0,0,0,0,1,n/a,"
Revolución TresPuntoCero",n/a,"
Revolución TresPuntoCero",https://www.facebook.com/hector.nunoortega?fref=ufi&rc=p,Oxnard,ES UN HONOR VOTAR POR LÓPEZ OBRADOR #AMLO Y SU GRAN EQUIPO,https://www.facebook.com/profile.php?id=100004111840191&fref=ufi&rc=p,n/a,Mil veces mejor las caricaturas,https://www.facebook.com/narizotas.dylan.3?fref=ufi&rc=p,n/a,Amlo presidente ,https://www.facebook.com/profile.php?id=100024184655844&fref=ufi&rc=p,n/a,Canayin !!! Y la perra de la cara de tribilin,https://www.facebook.com/rigo.gobo?fref=ufi&rc=p,n/a,Tec,n/a
39,meme63.jpg,https://www.facebook.com/MemesDeZac/photos/p.2033491680200452/2033491680200452/?type=1&opaqueCursor=AboApBpVjVofpw07C2FzTbU8VKb8Y7HXV7_3_FrwACjL2N7d9evEoLpfKVqHJTR0SDUD3TNWYIeSkyAI6fKbZdwYUJ1QaLYaEONUA04IWGma_-f7peZMa1yscNrkKRiaovZw8FBOS0Zt0dUIk5sZrmOytO2Y1gORNnWVw1nUPLzujmyCFTMqtVtjUwshSPHsGO1ZZpO3AmuMtmJZaEuJ2ne_ZA6RVQgBRNQ5CTyWqOoOLjLuQqpEKZ5qzmdnpRu9hV6v66LD9La--XTIHzjTfC7kGe4TfTAwnLKRfmPKIn2x5EoTNMogkcbO5qKuVNOWVhAskqhDRJoX6VWXfxcGE_5qgshzMIobgJN6XldrrKKTs-bAw1bGh31eB_ZbIPaJKGid-0ZYHKOluczeBuvOdmzu&theater,Memes de Zac,240,34,0,21,0,0,0,1,1,0,0,0,1,0,una pareja de ratas,"Like si crees que Ricardo Anaya es el más rata, comparte si es más rata mapache Meade",n/a,Jaja pincheess ratas ya se les Van acabar sus lujos,https://www.facebook.com/profile.php?id=100004188249077&fref=ufi&rc=p,Guanajuato,Dos ratas menos por el moments,https://www.facebook.com/jaime.clemente.969?fref=ufi&rc=p,n/a,COLUDAS JAJAJAJAJA,https://www.facebook.com/dianatapia890?fref=ufi&rc=p,n/a, tremenda violada que les di,https://www.facebook.com/AndreManueLopezObrador/?rc=p,n/a,n/a,n/a,n/a,Tec,n/a
40,U_meme1,https://www.facebook.com/photo.php?fbid=10217770807449034&set=basw.AbrSG8MgMuNpzoFmCMde1KGFJtjjmFwLB24IQy85IrJsUzIDVdUoYXLUtv9Zeb0mKu7w87CEOWD4lDL3qT0Sp_XAAZZTaAR-uEJo-Hm_jgvY6iv8DNz7UJd4CR7iCG-zk2Byi9IYQdQ74MnOXrGpl5MWaZ0SQGNBeHGrMjQ55Ki7eQ.10217770807449034.1876111172687740.1876111306021060.1876110742687783.1876110656021125.1714285855297576.767036143355890.496158630443644.10214188600561884&type=1&opaqueCursor=AbqDx095RSPakj7N0xHSes2GxsvvD0cMoC4hUl5nvhgvlyB-30vFX5QspI6P76cgIgZy0TKg7ilkfeYSccLT3qVD1XRgwBpdFUzuqjR0WEIKOeiqT1sfkZPCrzFg8fGySEFXLauz-1YfeYf16XE0dhatnCQVtggC33EyT0FUv7mvG8JZCKZiZTF-0yw9WLaxhv050Ite5tI2hujF9lWdi8rXiR1pcsZyI11_0Tzf86Tx1yZ3fbP5PlD8ozzSEv3sEXHSFUsP84QHv7NFWt1NaQJyBC731fYsB0x-bXLYMnG7DvO96cV5Pwxqx8ZC5LVDCHf2zwpRdkfo3Zb0AScNEEEco8QyL2zv2l-UjMnAaAuz_RsxVxPA1AEw1XFFuPP_jg-LVhlA8xQAhwvJqbYIEDQrPPw_fbTVzLQltwaCUWA2NWfLeywUzQ41VkRXs9EDsOWSB3Z6_0YH1eoJj-AT_4ZSReWciKN_i3_LXN95f8J4Z-UAwOaW9I6RFOVGKRGtHCpExUVQTdkmKhtgubH_q03EVQhCCmoZ2x9h9QodYy4-j6dlpBu5EtQ4tv3HqzkWDYNPY2GiZQH1DHYe91cvXi8S6jAdQr3pa3PooQC_tkBge9XiQ_oiYmokN4oO_-F9eztKGnhCunkbyL1a4jbUeHH_8DuZvls9gwtC1Igs-fDQGKOEYMRPdWDLA1ojjQXaKXbe34DJNzSnxiguGSbFobdl&theater,Politica Social,19,13,3,38,0,0,0,0,1,1,0,0,0,1,n/a,"Amigos, ocupo su ayuda para recolectar los memes de este estilo (AMLO vs Anaya).",Alejandro Sicarios Lopez,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Apatzingán,n/a
41,U_meme2,https://www.facebook.com/MEMEcraciaMX/photos/basw.Abph7zim8sVvATOhUApr2GA7q-AA_aTjvOP9VC6L8gMzRCpIZpcPRoEXZQTpz60EgumNBSjVaC2V6QG7MWsQ7eeaY9ZFXWMBWp_whC40QKp5r4ZQMXe6RkppWwwI97u3a1lyS1UCyainH2CyFJ8XKT5S.1586603398121747.633977796680461.2196940786988198.335796216794056.10160652670095094.2025036771066433.10214615032984140.236002440338021.420872654953078/420872654953078/?type=1&opaqueCursor=AbqMoD0Ygzt7kHlvRUPbn4cX35jZ7_QOB9TcpivfqOI_FenMURMs1lxYc_Drh4CJpXzuMgA1BqjTOw_c5AYwZBVDlY291TOppJ2M1ekTLAwzZI13QqygGyfrp-9hwzrbGA3mn13_eAKpGNIQN0RFOeGa2RgInChgS3q4bK9tFw1izqj6Fw8kBnnEv6q8ZjgYFFWP5ZXVNedmwSG73VKi1lvc_SEh525MT1Kesw-ooGYDqY0Q8BM4TMwRNrkiE2ny0a1gus9m88vfUK8h_gRD34h7Ypvpkhwrf3suYHTnmudbqVwU3IPa9CqU-AQ93h5rcd6Vn0prUQAii_u9LF51XmbQVFgM-ljGAe6Re8lQaurjv4bCKo76icserzlKMvsRAUj-Su7oz8K2ZoFk32tsB_-_sXGNmGlhm4Q3TBYQbpal1WIfUaWMEkQSwbTi_TuIto6lue5WR8G8FcrSaXA-6wg1xz3331FIPYKKJ_VXOjHZ5CSsySMj9WFn65CmMJJ7qD61auQDKm3mAGJWRrte4T4NnSbmpLybli6PRw2CxhwYcO0EEsMS1LuoPiO9kTKACNVUVnySeJhV9kKhNl_IbIeF&theater,MEMEcracia,11,4,1,2,0,0,0,0,0,1,0,1,0,0,en morena manejamos puro chash,"EN MORENA MANEJAMOS PURO CASH, PAPÁ.",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Apatzingán,n/a
42,U_meme3,https://www.facebook.com/353040038107573/photos/basw.AbpiECwvmwtzxodOYn_IM_d9AGI-HAqAiEHiIRz65Rl0KhMrCW1PWOj2BeMMd7WLsV7xVHbiKAlwnjcjY_hFw5GOK25DhqjzoCxKNbdnz0XPKpGO583qaWdCM6QQxBR57STIUWohUP0N-NAQ5Qf5MUr3.1586603398121747.633977796680461.2196940786988198.335796216794056.10160652670095094.2025036771066433.10214615032984140.236002440338021.420872654953078/633977796680461/?type=1&theater,Reynosa y Tamaulipas ultrajadas,16,75,0,2,0,0,1,0,0,1,0,1,0,0,"POS YO SE LOS DIJE… el PRI impuso a EPN para entregar el petrole a los gringos… ah pero querian ""presidente guapo"" bola de pendejos","Mucho meme de AMLO ayer en las redes, a quien ya se le fué su hora para hacer un período presidencial completo. Como está enfermo, si llega al poder sería sólo para decir : Viva México !, nos vemos, gur bay, estoy enfermo, me les voy, me petateo, raza. Nos vemos ahí en el otro mundo....",n/a,tus mamadas,https://www.facebook.com/dante.misael.7?fref=ufi&rc=p,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Apatzingán,n/a
43,U_meme4,https://www.facebook.com/DiarioNoticiadeInternet/photos/basw.AbqbDyOQ0xSVrFRbtBjfzEl9eyt-3wdR7zjgrlSd39-REIfWQZGw_lELra5t-p58iYuge30iokOWW3f2NOH2cLRa5lYirQu8GsIIFmIoVjyBQL4TK8FfawAmktuq5vpGwm9EAS0s55zRjKC0QPqDvM0-.1586603398121747.633977796680461.2196940786988198.335796216794056.10160652670095094.2025036771066433.10214615032984140.236002440338021.2073332126243044/2196940786988198/?type=1&theater,Diario Noticia Web,41,19,0,13,0,0,0,0,0,1,0,0,0,1,Todo por vender el avión presidencial,EL MEME DE AMLO,n/a,Viajará en burro pero muy seguro y llegará a cumplir lo k el pueblo pida,https://www.facebook.com/irene.quintero.39?fref=ufi&rc=p,n/a,Un burro encima de otro !!! …,https://www.facebook.com/fernando.hurtado.505523?fref=ufi&rc=p,n/a,Que culpa tiene el burro? Como para que le carguen a ese animal.,https://www.facebook.com/profile.php?id=100009599483037&fref=ufi&rc=p,n/a,SOBRE EL SECRETARIO DE EDUCACION. O NO?,https://www.facebook.com/roberto.hernandezjuarez.18?fref=ufi&rc=p,Queretaro,Bola de culos si buenos para decir estupideces,https://www.facebook.com/profile.php?id=100002937446066&fref=ufi&rc=p,Aguascalientes,Apatzingán,n/a
44,U_meme5,https://www.facebook.com/photo.php?fbid=10214615032984140&set=basw.AbpjDKiKAFD7jUF7nYtGeJSolWYrlTXSkccfToDjOs5xnNUWkX2iS5_eT5_nGeXp5M4S-E7CrdUzK4_bR2p46caxgC9asRtLy8JnATOPYCwID3ymYyxXThudS4rVaSKSqSqqmzpWNmlN58oPSFL4sHF6.1586603398121747.633977796680461.2196940786988198.335796216794056.10160652670095094.2025036771066433.10214615032984140.236002440338021.2073332126243044&type=1&theater,Cynthia Valdés,5,6,0,13,0,8,0,1,1,1,1,1,0,0,"amlovers: lo logro seño, ¿lo logre? Lo logro",#khe #amlo #elecciones2018 #megamente#lologroseñor #wtf #meme #amlovers#eleccionesmexico,Zapopan Guadalajara Jal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Apatzingán,n/a
45,U_meme6,https://www.facebook.com/photo.php?fbid=236002440338021&set=basw.AbrovB4giFiebWMfBX0bV4DItUwbMfqr6UKUgR6uQoNW8W78GwtXZoj-GoADdE2Yo08lTg26KB--RawY0k4rFmNqsCEtoZy0bdi6nxtG7FxaF2legUPdltrwTbJ0gIYUzeufgyNj3d-iDQMzwBimXr3K.1586603398121747.633977796680461.2196940786988198.335796216794056.10160652670095094.2025036771066433.10214615032984140.236002440338021.2073332126243044&type=1&theater,Joaquín Hernández González,5,1,3,9,0,0,0,0,0,0,0,1,0,0,Yo despidiendo a varias que prometieron irse del país si ganaba #amlo MUEVETE PERRA,"Siempre consiguiendo los mejores memes de Teresa, ella tan actualizada y mi ídola, pero si, aquellos que decían que se iban de México si ganaba AMLO ¡PUES VAYAN EMPACANDO MAMITAS! VENDO CAJAS DE CARTÓN BIEN BARATAS",Ciudad de Mexico,Te lo robaste,https://www.facebook.com/aridahi.bautistacruz?fref=ufi,Ciudad de Mexico,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Apatzingán,n/a
46,U_meme7,https://www.facebook.com/lessisfun/photos/basw.Abr7WUg81z6dwbJ2ATBkBz7iesXyQIjr8Z7fUjNB2J-ac5bM32ECBdN6tj19-0cEKhVnCHeRFW2SDZ26vd3RBOdo5SuCObMdJh0vOb6LcKdz8KAvSYzZa9jVCmD6oMb7MgznDmF689xQN8ELNxuxDf4K.1586603398121747.633977796680461.2196940786988198.335796216794056.10160652670095094.2025036771066433.10214615032984140.236002440338021.2073332126243044/2073332126243044/?type=1&theater,Less is fun,47,49,3,68,0,0,0,0,0,1,0,1,0,0,CUANDO TODOS LOS SINODALES ESTÁN CRITICANDO TU PROYECTO… TODOS ESTAN AQUÍ CONTRA MI ECHANDOME MONTON…,Buen día arquitercos!! Les dejamos el meme del día...,n/a,Jajajajajajajaaja todos contra,https://www.facebook.com/enrique.velazquez.73?fref=ufi&rc=p,Morelia,"No es que nos unamos contra ti, es que propones en tu proyecto cada barbaridad xD",https://www.facebook.com/Argos.McCarthy?fref=ufi&rc=p,Ciudad de Mexico,"Mentira jajajajajaja Luis Mérida, Shiomara Navarrete Lopez",https://www.facebook.com/alba097/about?lst=100002815220171%3A100001602541072%3A1531163962,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Apatzingán,n/a
47,U_meme8,https://www.facebook.com/coyotv1/photos/basw.AbrR-Gg5cho2cbhYGezvM0V5aXVTuer3JZtJm6Cv2DnhXnwRRik3kl_aGsrm4eddoiEDO4UsALDcm7flFIFWbyoQb4WvTx9T1oVNMz4_9UHMlhQnH_lg8jZUEITb4qlbaM9Bu7PlZwGdVkSXhQivp4iC.1609636379102291.2030716303817826.1074384712675270.865720743610776.1878939748834003.801148150090386.231463150955025.474799806268794.988932991257743/1609636379102291/?type=1&opaqueCursor=Abq0eEiTY5waG8wTz5iIEXsVu8Hy8-jKRyGtGs47_7gTCFN-A8nu0ThxL1AMvP6M10YkHJI-8yYunx6iw6OmEovY3coLz5L2EDIuith0g-3cQOk0qNvbDjiaeWdkzLEVMUiwdADA3tFTty1jMmmpFSRylDBmK_dr0YOA3l0gHQKU91Mo_x0hntXyZy2Es-8bMgaR1yMNANoX_xUqSHlhfpJQkCeFmm8m12VM-Es-dYmoxwFTFxr5ODjhz_HYBF2SjTiH5eZu7x3c0CH8fsgkObbP_x6dLeOXfAAmV2F_XqH9_n_ofkm6KHT1s6EhKMHWHr3fbuqFUcSIi_E-XB-8T3svg6APvY80K4fF5viWQlkHHsnk7HYLcl4n3q-jl5xZU0VYPwTK9thiKHSnfpJ2tl8gCY1qCi0QT-BYMC--WqpuaZPnTn0LELsYy75zHWtV_d3MC4MSubIwmo1PH11IsmmuYH1Alj48W6qrA4IbL5AQUE-CDcdaaxbafCBMILbBMyozINpOMJ-F7fTHtc8tYfiRSG3kYFKbJAkWj87rUYD3Sc3lCZKL5AZSe9O7r2AHOLmD6PSlx1t3Y5JyL2bUjfiHYV3AMgKoA23dfKIsPx1RJBNG_OdOiq_xQhsk7RshR-L-k-uCn95ai2TqWCmTRwfu8J27H09zVY7PBWNOFf_frKWM-PGnB5HJWgtgMsG7TZak01Xon8Gp0MBegBBesYlF&theater,Coyotv,57,8,1,10,0,0,0,0,1,0,0,0,1,0,Cuando ya no puedes ir a atlanta porque ya te cacharon,n/a,n/a,n/a,n/a,n/a,n,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Apatzingán,n/a
48,U_meme9,https://www.facebook.com/Sin.Corruptos.MX/photos/basw.Abr3IO-ZfFtgrY6PeLpC6h00xix3sq0dsXsTDZrbhS23wbF2oXffGoAHQVuBpS2xFyHHR-Vf-mUQ1-pRdTPdWcSiiD3xynhqzuZGmS91UknkTaAyLbX4t5h34gve4vpu7plnCA-C02qIC10AXqMuIU7l.1609636379102291.2030716303817826.1074384712675270.865720743610776.1878939748834003.801148150090386.231463150955025.474799806268794.988932991257743/1074384712675270/?type=1&theater,NO + CORRUPTOS,202,64,3,3,3,1,16,0,1,0,0,0,1,0,"RICARDO ANAYA ES EL CLASICO POLITICO VIVIDOR DEL ERARIO QUE SACA A SU FAMILIA DE MEXICO POR LA INSEGURIDAD, PERO COMO POLITICO NO HACE NADA PARA COMBATIRLA",n/a,n/a,Como todos los pendejos.maestros que super echan la hueva en su salón de clases pero tienen a sus hijos en escuela particular hdspm,https://www.facebook.com/crystal.whitedove.7?fref=ufi&rc=p,n/a,#AnayaNoSabe #MeadePresidente#VotoÚtil #NuevaAlianza,https://www.facebook.com/chetyito.gonzalez?fref=ufi&rc=p,Ciudad de Mexico,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Apatzingán,n/a
